datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2021/06/16 16:25:00,AQUA_M-T,Brasil,CEARA,BREJO SANTO,Caatinga,,,,-7.463,-39.032,8.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,BAIXA GRANDE DO RIBEIRO,Cerrado,,,,-8.594,-45.16,206.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,PARAIBA,JURU,Caatinga,,,,-7.56,-37.839,9.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,BAIXA GRANDE DO RIBEIRO,Cerrado,,,,-8.724,-44.999,189.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,BAIXA GRANDE DO RIBEIRO,Cerrado,,,,-8.723,-44.987,341.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,CEARA,BREJO SANTO,Caatinga,,,,-7.465,-39.043,7.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,BAIXA GRANDE DO RIBEIRO,Cerrado,,,,-8.605,-45.17,27.3
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,BAIXA GRANDE DO RIBEIRO,Cerrado,,,,-8.604,-45.158,106.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,BAIXA GRANDE DO RIBEIRO,Cerrado,,,,-8.595,-45.171,24.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,BAIXA GRANDE DO RIBEIRO,Cerrado,,,,-8.592,-45.148,41.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,URUCUI,Cerrado,,,,-8.329,-44.645,9.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,SEBASTIAO LEAL,Cerrado,,,,-8.047,-44.213,21.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,PARAIBA,JURU,Caatinga,,,,-7.563,-37.832,12.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,FLORIANO,Caatinga,,,,-7.239,-43.212,26.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,FLORIANO,Caatinga,,,,-7.238,-43.202,12.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,MARCOS PARENTE,Cerrado,,,,-7.211,-43.997,8.8
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,FLORIANO,Caatinga,,,,-7.205,-42.973,12.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,MARCOS PARENTE,Cerrado,,,,-7.22,-43.996,9.5
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Cerrado,,,,-7.197,-43.693,12.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Cerrado,,,,-7.195,-43.684,10.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,FLORIANO,Caatinga,,,,-7.184,-43.154,10
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,FLORIANO,Caatinga,,,,-7.178,-42.977,14.8
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,FLORIANO,Caatinga,,,,-7.175,-43.155,19.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Caatinga,,,,-7.109,-43.464,14.5
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,FLORIANO,Caatinga,,,,-7.081,-43.071,8
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Cerrado,,,,-7.078,-43.572,18.3
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Cerrado,,,,-7.08,-43.59,12.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Cerrado,,,,-7.071,-43.592,8.3
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Cerrado,,,,-7.069,-43.573,8.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Cerrado,,,,-7.063,-43.603,9.3
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Cerrado,,,,-7.062,-43.593,11.8
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Cerrado,,,,-7.038,-43.625,36.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Cerrado,,,,-7.031,-43.623,20.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,FLORIANO,Caatinga,,,,-6.956,-43.289,21
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Cerrado,,,,-7.037,-43.616,27.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,FLORIANO,Caatinga,,,,-6.955,-43.28,10.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,CEARA,IGUATU,Caatinga,,,,-6.481,-39.307,10.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,PASSAGEM FRANCA,Cerrado,,,,-6.141,-43.585,17
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,PALMEIRAIS,Caatinga,,,,-5.865,-42.863,8.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,PARNARAMA,Cerrado,,,,-5.625,-43.441,9.5
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,MATOES,Cerrado,,,,-5.387,-43.125,7.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,TIMON,Cerrado,,,,-5.301,-42.972,11.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,TIMON,Cerrado,,,,-5.302,-42.981,13.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,CAXIAS,Cerrado,,,,-5.068,-43.408,7.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,CAXIAS,Cerrado,,,,-5.067,-43.399,14.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,CAXIAS,Cerrado,,,,-5.055,-43.382,26.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,SAO BERNARDO,Cerrado,,,,-3.335,-42.609,5.8
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,SANTA QUITERIA DO MARANHAO,Cerrado,,,,-3.372,-42.677,8.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,CAXIAS,Cerrado,,,,-5.054,-43.373,11.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,SAO JOAO DO SOTER,Cerrado,,,,-4.98,-43.754,7.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,MIGUEL ALVES,Cerrado,,,,-4.191,-42.932,12
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,SAO BERNARDO,Cerrado,,,,-3.334,-42.6,13.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO GOTARDO,Cerrado,,,,-19.228,-46.102,15.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO GOTARDO,Cerrado,,,,-19.229,-46.107,23.8
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,JOAO PINHEIRO,Cerrado,,,,-17.478,-46.237,14.3
2021/06/16 16:25:00,AQUA_M-T,Brasil,GOIAS,PIRACANJUBA,Cerrado,,,,-17.438,-48.842,64.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,GOIAS,PIRACANJUBA,Cerrado,,,,-17.435,-48.811,99.3
2021/06/16 16:25:00,AQUA_M-T,Brasil,GOIAS,PIRACANJUBA,Cerrado,,,,-17.438,-48.818,140
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,PRADO,Mata Atlantica,,,,-17.411,-39.21,29
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,NOVO ORIENTE DE MINAS,Mata Atlantica,,,,-17.27,-41.264,5.5
2021/06/16 16:25:00,AQUA_M-T,Brasil,GOIAS,CRISTALINA,Cerrado,,,,-17.147,-47.341,42.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,PRADO,Mata Atlantica,,,,-17.048,-39.438,56.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTES CLAROS,Cerrado,,,,-16.535,-43.777,16.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,JACINTO,Mata Atlantica,,,,-16.347,-40.321,11.5
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,GUARATINGA,Mata Atlantica,,,,-16.62,-40.231,7.5
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,JACINTO,Mata Atlantica,,,,-16.346,-40.311,18.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,MEDINA,Mata Atlantica,,,,-16.325,-41.416,5.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,SALINAS,Mata Atlantica,,,,-16.293,-42.323,12.8
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,FRANCISCO SA,Cerrado,,,,-16.137,-43.446,15.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOAO DA PONTE,Cerrado,,,,-16.051,-43.823,7.3
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,ITAPEBI,Mata Atlantica,,,,-15.912,-39.852,4.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,DIVISOPOLIS,Mata Atlantica,,,,-15.729,-40.893,6.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,VERDELANDIA,Cerrado,,,,-15.617,-43.518,7.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,ENCRUZILHADA,Mata Atlantica,,,,-15.652,-40.863,6.5
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,VERDELANDIA,Cerrado,,,,-15.616,-43.507,31.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,CANDIDO SALES,Mata Atlantica,,,,-15.427,-41.231,8.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,ILHEUS,Mata Atlantica,,,,-15.074,-39.036,12.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,NOVA CANAA,Mata Atlantica,,,,-14.974,-40.171,7.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,JABORANDI,Cerrado,,,,-14.303,-45.499,18.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,GUANAMBI,Caatinga,,,,-14.261,-42.755,21.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,PECANHA,Mata Atlantica,,,,-18.69,-42.495,9.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,GUANAMBI,Caatinga,,,,-14.266,-42.759,20.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,DIVINO DAS LARANJEIRAS,Mata Atlantica,,,,-18.759,-41.485,7.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,GUANAMBI,Caatinga,,,,-14.265,-42.749,50.8
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,PAULISTAS,Mata Atlantica,,,,-18.44,-42.844,6.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,GUANAMBI,Caatinga,,,,-14.26,-42.744,9.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,TEOFILO OTONI,Mata Atlantica,,,,-17.974,-41.32,5
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,TEOFILO OTONI,Mata Atlantica,,,,-17.734,-41.435,6.5
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,ANGELANDIA,Cerrado,,,,-17.657,-42.302,63.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,COCOS,Cerrado,,,,-14.153,-44.564,7.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,ANGELANDIA,Cerrado,,,,-17.656,-42.291,11.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,LAGOA GRANDE,Cerrado,,,,-17.633,-46.47,19.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,LAGOA GRANDE,Cerrado,,,,-17.633,-46.454,16.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,TANHACU,Caatinga,,,,-14.07,-41.254,6.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,LIVRAMENTO DE NOSSA SENHORA,Caatinga,,,,-14.043,-42.051,12.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,PRESIDENTE TANCREDO NEVES,Mata Atlantica,,,,-13.487,-39.381,26.5
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,ITAETE,Caatinga,,,,-13.086,-41.12,6.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,NOVO HORIZONTE,Caatinga,,,,-12.812,-42.046,14.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,ITAETE,Caatinga,,,,-13.053,-41.079,5.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,SEABRA,Caatinga,,,,-12.457,-41.808,13.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,MUQUEM DO SAO FRANCISCO,Cerrado,,,,-12.109,-43.634,35
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,IBIPEBA,Caatinga,,,,-11.455,-42.27,12.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,SAO GABRIEL,Caatinga,,,,-11.245,-41.888,8.8
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,ITAGUACU DA BAHIA,Caatinga,,,,-10.768,-42.287,18.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,SANTA RITA DE CASSIA,Cerrado,,,,-10.958,-44.934,25.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,SANTA RITA DE CASSIA,Cerrado,,,,-10.956,-44.921,146.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,BAHIA,ITAGUACU DA BAHIA,Caatinga,,,,-10.769,-42.296,17.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,MATO GROSSO,SANTA TEREZINHA,Amazonia,,,,-9.903,-50.441,58.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,MATO GROSSO,SANTA TEREZINHA,Amazonia,,,,-9.887,-50.443,50.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,TOCANTINIA,Cerrado,,,,-9.843,-48.192,19.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,TOCANTINIA,Cerrado,,,,-9.645,-48.052,44.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,TOCANTINIA,Cerrado,,,,-9.643,-48.047,47.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,RIO SONO,Cerrado,,,,-9.51,-47.212,27.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,BALSAS,Cerrado,,,,-8.889,-46.755,34
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,ARAGUACEMA,Cerrado,,,,-9.14,-49.526,23.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,ITACAJA,Cerrado,,,,-8.736,-47.874,19.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,ITAPIRATINS,Cerrado,,,,-8.641,-48.045,23.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,COUTO MAGALHAES,Cerrado,,,,-8.473,-49.065,30.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,COUTO MAGALHAES,Cerrado,,,,-8.47,-49.042,49.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,RECURSOLANDIA,Cerrado,,,,-8.464,-47.181,19.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,CAMPOS LINDOS,Cerrado,,,,-8.128,-46.96,16.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,CAMPOS LINDOS,Cerrado,,,,-8.127,-46.969,27.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,CAMPOS LINDOS,Cerrado,,,,-8.13,-46.975,16.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,BALSAS,Cerrado,,,,-8.115,-46.274,17.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,CAMPOS LINDOS,Cerrado,,,,-8.057,-46.783,32.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,PONTE ALTA DO TOCANTINS,Cerrado,,,,-10.478,-47.124,41.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,,,,-6.147,-45.163,29.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,,,,-6.146,-45.153,15.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,CAMPOS LINDOS,Cerrado,,,,-8.055,-46.769,13.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,CAROLINA,Cerrado,,,,-7.985,-47.015,15
2021/06/16 16:25:00,AQUA_M-T,Brasil,MATO GROSSO,CANABRAVA DO NORTE,Amazonia,,,,-11.139,-52.069,96
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,BALSAS,Cerrado,,,,-7.938,-46.158,27.8
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,BALSAS,Cerrado,,,,-7.931,-46.167,34.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,BALSAS,Cerrado,,,,-7.93,-46.154,48.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,BALSAS,Cerrado,,,,-7.927,-46.16,46.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,RIACHAO,Cerrado,,,,-7.546,-46.63,10.5
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,RIACHAO,Cerrado,,,,-7.543,-46.622,17.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,MIRADOR,Cerrado,,,,-6.361,-45.022,13.5
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,MIRADOR,Cerrado,,,,-6.363,-45.033,34.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,MIRADOR,Cerrado,,,,-6.213,-44.475,15.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,MIRADOR,Cerrado,,,,-6.212,-44.465,74.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,,,,-6.145,-45.158,27
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,GRAJAU,Cerrado,,,,-6.134,-45.665,17.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,GRAJAU,Cerrado,,,,-5.995,-46.12,20.3
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,COLINAS,Cerrado,,,,-6.095,-44.041,12
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,JATOBA,Cerrado,,,,-5.888,-44.267,8.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,JATOBA,Cerrado,,,,-5.887,-44.258,10.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,MONTES ALTOS,Cerrado,,,,-5.848,-46.954,7.8
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,MONTES ALTOS,Cerrado,,,,-5.848,-46.948,18
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,MONTES ALTOS,Cerrado,,,,-5.846,-46.939,13.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,GOVERNADOR LUIZ ROCHA,Cerrado,,,,-5.568,-44.084,31.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,AMARANTE DO MARANHAO,Cerrado,,,,-5.344,-46.637,14
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,GOVERNADOR LUIZ ROCHA,Cerrado,,,,-5.567,-44.074,22.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,VILA NOVA DOS MARTIRIOS,Amazonia,,,,-5.209,-48.06,16.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,SANTO ANTONIO DOS LOPES,Cerrado,,,,-4.826,-44.353,8.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,PERITORO,Cerrado,,,,-4.496,-44.174,29.5
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,PERITORO,Cerrado,,,,-4.495,-44.165,181.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,CENTRO NOVO DO MARANHAO,Amazonia,,,,-4.063,-46.899,25
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,BOM JARDIM,Amazonia,,,,-4.061,-46.886,59.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,BOM JARDIM,Amazonia,,,,-4.051,-46.888,22.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,MARANHAO,CENTRO NOVO DO MARANHAO,Amazonia,,,,-4.053,-46.901,39.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,PARA,TOME-ACU,Amazonia,,,,-2.452,-48.245,20.8
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,PARANA,Cerrado,,,,-12.49,-48.033,53.3
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,PARANA,Cerrado,,,,-12.457,-47.845,27
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,PARANA,Cerrado,,,,-12.456,-47.86,36.3
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,PARANA,Cerrado,,,,-12.453,-47.838,16.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,TOCANTINS,SAO VALERIO,Cerrado,,,,-11.886,-48.195,30.8
2021/06/16 16:25:00,AQUA_M-T,Brasil,MATO GROSSO,SAO FELIX DO ARAGUAIA,Amazonia,,,,-11.444,-52.063,47.5
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Caatinga,,,,-7.242,-43.363,29.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,MATO GROSSO,CANABRAVA DO NORTE,Amazonia,,,,-11.14,-52.077,132.9
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Caatinga,,,,-7.251,-43.362,44.8
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,URUCUI,Cerrado,,,,-7.264,-44.526,12.4
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,URUCUI,Cerrado,,,,-7.266,-44.536,8.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,CANAVIEIRA,Cerrado,,,,-7.279,-43.696,8.5
2021/06/16 16:25:00,AQUA_M-T,Brasil,MATO GROSSO,CANABRAVA DO NORTE,Amazonia,,,,-11.146,-52.121,66.2
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,LANDRI SALES,Cerrado,,,,-7.328,-43.975,8.6
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,LANDRI SALES,Cerrado,,,,-7.329,-43.985,102.1
2021/06/16 16:25:00,AQUA_M-T,Brasil,PIAUI,JERUMENHA,Caatinga,,,,-7.252,-43.505,27.7
2021/06/16 16:25:00,AQUA_M-T,Brasil,MATO GROSSO,CANABRAVA DO NORTE,Amazonia,,,,-11.144,-52.113,103.6
